Date,Forecast_INR_USD,Lower_Bound_80pct,Upper_Bound_80pct,Bear_Scenario,Bull_Scenario
23 Nov 2027,106.7769,78.4399,134.8855,111.0479,101.438
24 Nov 2027,106.8373,78.954,135.0426,111.1108,101.4955
25 Nov 2027,106.8571,78.5005,135.0383,111.1314,101.5143
26 Nov 2027,106.8409,78.7742,135.2988,111.1146,101.4989
29 Nov 2027,106.9636,78.5061,135.5749,111.2421,101.6154
30 Nov 2027,107.0937,78.8238,135.7854,111.3774,101.739
01 Dec 2027,107.2019,78.4087,135.783,111.49,101.8418
02 Dec 2027,107.254,78.4796,136.2592,111.5442,101.8913
03 Dec 2027,107.2591,78.337,136.3257,111.5495,101.8962
06 Dec 2027,107.3686,78.2701,136.8444,111.6634,102.0002
07 Dec 2027,107.4648,78.4783,136.88,111.7634,102.0915
08 Dec 2027,107.5525,78.2437,137.4096,111.8546,102.1749
09 Dec 2027,107.6206,78.3263,137.1615,111.9254,102.2396
10 Dec 2027,107.6777,78.1632,137.6424,111.9848,102.2938
13 Dec 2027,107.8489,78.2495,138.1067,112.1628,102.4564
14 Dec 2027,107.882,78.3412,138.1598,112.1973,102.4879
15 Dec 2027,107.9016,78.4784,138.3192,112.2177,102.5066
16 Dec 2027,107.9217,78.4488,138.5139,112.2385,102.5256
17 Dec 2027,107.9498,78.1319,138.5689,112.2678,102.5523
20 Dec 2027,107.9936,78.1078,138.7453,112.3133,102.5939
21 Dec 2027,107.9923,77.7397,139.0273,112.312,102.5927
22 Dec 2027,108.0114,77.6468,138.9354,112.3319,102.6109
23 Dec 2027,108.0539,77.5946,139.0491,112.3761,102.6512
24 Dec 2027,108.0954,77.8498,139.5703,112.4192,102.6906
27 Dec 2027,107.9889,77.622,139.1045,112.3084,102.5894
28 Dec 2027,107.944,77.6525,139.3402,112.2618,102.5468
29 Dec 2027,107.957,77.1804,139.4805,112.2753,102.5591
30 Dec 2027,108.0189,77.0449,139.7472,112.3397,102.618
31 Dec 2027,108.0833,76.9756,139.8228,112.4066,102.6791
03 Jan 2028,107.9951,77.1178,139.75,112.3149,102.5953
04 Jan 2028,107.9454,77.2393,139.9143,112.2632,102.5481
05 Jan 2028,107.9407,76.6428,140.2445,112.2583,102.5436
06 Jan 2028,107.9727,76.7928,139.9635,112.2916,102.5741
07 Jan 2028,108.0131,76.7269,140.4507,112.3336,102.6125
10 Jan 2028,108.0723,76.5759,140.6579,112.3952,102.6687
11 Jan 2028,108.0985,76.3751,140.7424,112.4224,102.6936
12 Jan 2028,108.1279,76.4165,140.8205,112.4531,102.7215
13 Jan 2028,108.1485,76.4495,140.9337,112.4744,102.741
14 Jan 2028,108.1576,76.4402,141.3774,112.4839,102.7497
17 Jan 2028,108.2211,76.3536,141.3244,112.5499,102.81
18 Jan 2028,108.2539,76.1259,141.5016,112.5841,102.8412
19 Jan 2028,108.2751,76.1523,141.4441,112.6061,102.8614
20 Jan 2028,108.291,76.0718,141.7087,112.6226,102.8764
21 Jan 2028,108.3221,75.8172,141.6079,112.655,102.906
24 Jan 2028,108.5222,76.2099,141.9847,112.8631,103.0961
25 Jan 2028,108.5384,76.1703,142.3543,112.8799,103.1115
26 Jan 2028,108.5137,76.0386,142.2866,112.8543,103.088
27 Jan 2028,108.4884,76.0519,142.4484,112.8279,103.064
28 Jan 2028,108.5082,75.4243,142.4471,112.8485,103.0828
31 Jan 2028,108.7742,75.6215,142.9273,113.1251,103.3355
01 Feb 2028,108.7946,75.8972,142.9485,113.1464,103.3549
02 Feb 2028,108.7646,75.79,143.0939,113.1152,103.3264
03 Feb 2028,108.7272,75.4087,142.9883,113.0762,103.2908
04 Feb 2028,108.7226,75.6242,143.2147,113.0715,103.2865
07 Feb 2028,108.8688,75.8144,143.7999,113.2235,103.4253
08 Feb 2028,108.9008,75.5003,143.9673,113.2569,103.4558
09 Feb 2028,108.9242,75.5544,143.7025,113.2812,103.478
10 Feb 2028,108.9525,75.8064,143.9529,113.3106,103.5048
11 Feb 2028,108.9867,75.3369,144.1161,113.3461,103.5373
14 Feb 2028,109.0386,75.484,144.8839,113.4002,103.5867
15 Feb 2028,109.0521,75.3187,144.8042,113.4142,103.5995
16 Feb 2028,109.08,75.2721,144.1143,113.4432,103.626
17 Feb 2028,109.1147,75.1093,144.877,113.4793,103.659
18 Feb 2028,109.1422,75.0592,144.9118,113.5079,103.6851
21 Feb 2028,109.2307,75.3848,145.026,113.5999,103.7691
22 Feb 2028,109.3084,75.2973,145.2271,113.6807,103.8429
23 Feb 2028,109.3898,75.1247,145.6331,113.7654,103.9203
24 Feb 2028,109.4391,75.4894,145.716,113.8167,103.9671
25 Feb 2028,109.4418,75.0446,146.034,113.8195,103.9697
28 Feb 2028,109.4959,75.1514,145.9544,113.8758,104.0212
29 Feb 2028,109.6132,75.4043,146.3155,113.9977,104.1325
01 Mar 2028,109.733,75.2134,146.3762,114.1223,104.2463
02 Mar 2028,109.806,75.0257,146.4958,114.1983,104.3157
03 Mar 2028,109.8188,74.964,146.7459,114.2116,104.3279
06 Mar 2028,109.8408,75.4442,146.92,114.2344,104.3487
07 Mar 2028,109.9162,74.8909,147.1134,114.3129,104.4204
08 Mar 2028,109.9969,74.9255,147.3185,114.3967,104.497
09 Mar 2028,110.0608,74.5685,147.3552,114.4633,104.5578
10 Mar 2028,110.1086,74.9166,147.7044,114.513,104.6032
13 Mar 2028,110.2576,75.0274,147.6932,114.6679,104.7447
14 Mar 2028,110.2967,74.7002,148.0616,114.7085,104.7818
15 Mar 2028,110.321,74.407,148.1614,114.7339,104.805
16 Mar 2028,110.3421,74.4693,148.3455,114.7557,104.8249
17 Mar 2028,110.373,74.4221,148.53,114.7879,104.8543
